ID,GAME,PLATFORM,YEAR,GENRE,PUBLISHER,NA_SALES,EU_SALES,JP_SALES,OTHERS_SALES,GLOBAL_SALES,CRITIC_SCORE,CRITIC_COUNT,USER_SCORE,USER_COUNT
5232,Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,55,24,5.8,52
5233,Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.06,0,0.02,0.24,53,31,5.2,10
5234,Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0,0.01,0.09,48,13,5,20
5235,Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79,53,7.7,114
5236,Driver: San Francisco,X360,2011,Racing,Ubisoft,0.25,0.37,0,0.07,0.7,80,63,7.6,130
5237,Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18,80,11,7,332
5238,Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0,0.02,0.16,64,7,6.2,10
5239,Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0,0.07,0.83,49,76,4.4,456
5240,Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0,0.12,0.76,51,48,4.9,278
5241,Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,0.18,0.17,0,0.06,0.41,54,48,5.7,1183
5242,Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71,52,6.3,86
5243,Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72,55,5.9,102
5244,Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0,0.02,0.17,72,37,4.7,399
5245,Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0,0.01,0.09,65,35,4.6,106
5246,Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02,72,6,5.6,16
5247,Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57,25,7.4,57
5248,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.06,0,0.02,0.24,58,22,8,46
5249,Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64,11,7.8,9
5250,Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,67,35,7.5,73
5251,Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63,28,7,24
5252,Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68,40,8.2,45
5253,El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,78,46,7.5,40
5254,El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,75,44,7,47
5255,Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,0.11,0,0,0.01,0.12,66,5,6.8,8
5256,F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.16,0.01,0.07,0.45,74,48,7.1,103
5257,F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45,75,71,7,139
5258,F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0,0.03,0.15,74,34,5.9,420
5259,F1 2011,PS3,2011,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82,36,7.1,55
5260,F1 2011,X360,2011,Racing,Codemasters,0.11,0.5,0.01,0.09,0.72,84,61,7.1,54
5261,F1 2011,PC,2011,Racing,Codemasters,0,0.15,0,0.04,0.19,83,10,7.2,83
5262,F1 2011,3DS,2011,Racing,Codemasters,0.07,0.08,0,0.02,0.16,59,15,6.8,13
5263,F1 2011,PSV,2011,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,66,27,6.2,25
5264,Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.1,0.17,0,0.05,0.32,75,39,5.4,555
5265,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.01,0.1,47,4,5.3,6
5266,Fantastic Pets,X360,2011,Simulation,THQ,0.3,0.08,0,0.03,0.41,66,11,7.5,4
5267,FIFA Manager 12,PC,2011,Sports,Electronic Arts,0,0.03,0,0.01,0.05,72,11,3.9,24
5268,Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.49,0,0.18,1.11,84,52,7.3,95
5269,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.31,0,0.07,0.78,86,59,7.4,105
5270,Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,77,41,7.5,80
5271,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,79,53,6.6,707
5272,Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,0.73,79,50,6.3,268
5273,Fishing Resort,Wii,2011,Sports,Namco Bandai Games,0.14,0,0.25,0.01,0.39,69,9,7,8
5274,Football Manager 2012,PC,2011,Sports,Sega,0.02,1.16,0,0.33,1.51,84,45,8,172
5275,Fortune Street,Wii,2011,Misc,Nintendo,0.25,0.03,0.17,0.02,0.48,68,42,7.5,24
5276,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91,83,8.2,617
5277,Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.01,0.21,54,11,5.5,8
5278,Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0,0.01,0.11,62,9,7.4,9
5279,Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.59,0.07,0.5,6.21,91,96,7.8,1504
5280,Go Vacation,Wii,2011,Misc,Namco Bandai Games,0.42,0.65,0.33,0.14,1.53,64,28,7.8,13
5281,God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55,84,58,8.4,208
5282,Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0,0.12,0.78,72,38,6.3,52
5283,Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.25,0.2,0,0.05,0.5,72,56,6,96
5284,Gray Matter,PC,2011,Adventure,DTP Entertainment,0.02,0.05,0,0.01,0.08,72,27,7.7,80
5285,Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0,0.02,0.17,61,12,6.7,17
5286,Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,42,6,3.9,7
5287,Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0,0.01,0.13,59,17,7.2,23
5288,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,0.7,0.04,0.22,2.4,82,73,8.1,487
5289,Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,0.19,0.11,0,0.03,0.33,44,31,5.4,24
5290,Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.17,0.13,0,0.03,0.33,47,6,6.6,5
5291,Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.14,0.13,0,0.05,0.32,43,21,5.7,27
5292,Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0,0.01,0.1,43,12,5,56
5293,Homefront,X360,2011,Shooter,THQ,0.83,0.48,0.02,0.12,1.45,70,85,6,399
5294,Homefront,PS3,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70,60,5.7,174
5295,Homefront,PC,2011,Shooter,THQ,0.11,0.1,0,0.03,0.24,70,36,5.5,531
5296,Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55,76,55,8.1,77
5297,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13,26,4,2.2,20
5298,Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57,34,6.2,70
5299,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.06,0,0.02,0.22,61,59,6,116
5300,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0,0,0.05,61,21,6.6,127
5301,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05,60,13,7.1,114
5302,Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0,0.01,0.25,0,0.26,59,16,7.9,10
5303,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83,90,8.4,932
5304,James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,0.07,0.07,0,0.01,0.15,60,22,6.6,5
5305,JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.07,0.03,0,0.01,0.11,41,7,3.1,7
5306,JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,0.06,0.02,0,0.01,0.09,45,5,4.5,8
5307,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0,0,0.04,48,4,3.1,14
5308,Jimmie Johnson's Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,0.08,0,0,0.01,0.09,65,5,8.8,8
5309,Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.08,67,5,6.8,4
5310,Jonah Lomu Rugby Challenge,X360,2011,Sports,Home Entertainment Suppliers,0.09,0.19,0,0.03,0.31,73,14,6,8
5311,Just Dance 3,Wii,2011,Misc,Ubisoft,5.95,3.11,0,1.06,10.12,74,15,7.8,16
5312,Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.39,0,0.16,2.02,70,34,7.7,17
5313,Just Dance 3,PS3,2011,Misc,Ubisoft,0.33,0.2,0,0.09,0.62,75,5,6,7
5314,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84,85,7.9,942
5315,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22,2.34,66,46,6.5,39
5316,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.43,0.02,0.17,2.35,73,33,2.9,67
5317,Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83,46,8.6,55
5318,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.58,0.21,0.79,0.07,1.65,77,49,8.5,156
5319,Knights Contract,PS3,2011,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.08,51,37,6,8
5320,Knights Contract,X360,2011,Action,Namco Bandai Games,0.05,0.03,0,0.01,0.08,49,41,5.6,16
5321,Kung-Fu: High Impact,X360,2011,Action,Black Bean Games,0.08,0.05,0,0.01,0.13,56,18,7.8,20
5322,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89,78,7.7,1010
5323,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,89,83,7.8,893
5324,L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,0.08,0.13,0,0.03,0.25,83,28,7.9,903
5325,LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1.02,0.32,0,0.11,1.45,59,14,6.9,11
5326,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,0.73,0.67,0,0.15,1.55,73,14,7,13
5327,LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.39,0,0.09,1.03,73,54,7,31
5328,LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0,0.16,0.95,73,42,7.1,34
5329,LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0.29,0.27,0,0.06,0.62,71,16,7.3,20
5330,LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.03,0,0,0,0.03,73,11,6.6,17
5331,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.01,0.6,0,0.15,1.76,76,7,7.7,10
5332,LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,0.84,0.51,0,0.13,1.48,75,43,7.8,42
5333,LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,0.52,0.46,0,0.19,1.16,76,36,7.3,34
5334,LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,0.61,0.43,0,0.09,1.13,67,25,6.1,31
5335,LEGO Star Wars III: The Clone Wars,PC,2011,Action,LucasArts,0.1,0.13,0,0.03,0.25,76,14,7.5,44
5336,Little Deviants,PSV,2011,Platform,Sony Computer Entertainment,0.14,0.12,0,0.04,0.3,57,62,5.5,53
5337,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91,86,8.4,657
5338,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69,78,55,5.9,94
5339,Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0,0.17,2.25,79,31,5.5,56
5340,Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39,49,18,5.3,16
5341,Magicka,PC,2011,Role-Playing,Paradox Interactive,0,0.02,0,0.01,0.03,74,44,7.6,602
5342,Mahjong Cub3D,3DS,2011,Puzzle,Sunsoft,0.07,0,0.02,0,0.09,67,11,5.3,4
5343,Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,0.4,0.03,0,0.03,0.45,69,27,6.8,24
5344,Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.02,0.2,72,13,6.3,9
5345,Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive,0.06,0.01,0,0.01,0.08,74,5,5.9,16
5346,Mario Kart 7,3DS,2011,Racing,Nintendo,5.03,4.02,2.69,0.91,12.66,85,73,8.2,632
5347,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,0.81,0.28,0.11,0.14,1.34,84,56,7.3,147
5348,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19,1.45,94,62,8.5,1081
5349,Mayhem 3D,X360,2011,Racing,Evolved Games,0.06,0,0,0,0.07,47,4,8.6,9
5350,Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.13,0.11,0,0.04,0.28,61,41,6.5,17
5351,Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0,0.01,0.05,77,21,8.2,93
5352,Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.62,0.18,0,0.07,0.87,63,31,6.8,29
5353,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.19,0,0.08,0.52,66,11,8.4,16
5354,Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,0.04,0.03,0,0.02,0.09,57,27,5.8,19
5355,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0,0.01,0.11,48,10,3.5,6
5356,MindJack,PS3,2011,Shooter,Square Enix,0.07,0.07,0,0.03,0.18,44,31,1.7,46
5357,MindJack,X360,2011,Shooter,Square Enix,0.07,0.02,0,0.01,0.09,43,42,1.2,116
5358,MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,0.54,0,0,0.04,0.58,90,30,7.8,87
5359,MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,0.15,0,0,0.02,0.17,77,9,6,5
5360,Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0,0,0,0.06,79,15,8,15
5361,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0,0.34,2.84,84,60,8.4,494
5362,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.63,0.31,0,0.16,2.1,86,66,8.3,382
5363,MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,0.14,0.1,0,0.03,0.27,41,8,7.4,7
5364,MotoGP 10/11,PS3,2011,Racing,Capcom,0.04,0.1,0,0.03,0.17,68,32,6.1,23
5365,MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.21,0.19,0,0.08,0.48,77,74,7.7,155
5366,MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.13,0,0.04,0.55,63,43,7.2,24
5367,MX vs. ATV: Alive,PS3,2011,Racing,THQ,0.24,0.15,0,0.07,0.46,61,41,6.7,11
5368,Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,0.17,0.13,0,0.03,0.32,65,26,8.2,5
5369,Nano Assault,3DS,2011,Shooter,Majesco Entertainment,0.08,0,0,0.01,0.08,75,8,7.7,18
5370,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59,16,7.2,26
5371,NASCAR 2011: The Game,X360,2011,Racing,Activision,0.29,0,0,0.02,0.3,62,24,4.1,14
5372,NASCAR 2011: The Game,PS3,2011,Racing,Activision,0.25,0,0,0.02,0.27,62,16,3.7,15
5373,NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.21,0,0,0.01,0.22,42,5,3.1,9
5374,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,90,42,7.7,134
5375,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,90,38,6.7,127
5376,NBA 2K12,PC,2011,Sports,Take-Two Interactive,0.09,0.05,0,0.02,0.16,86,5,7.1,66
5377,NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0,0,0.06,0.99,82,25,6.6,49
5378,NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0,0,0.05,0.83,82,17,5.8,41
5379,NCIS,X360,2011,Adventure,Ubisoft,0.1,0.02,0,0.01,0.14,35,11,4.7,7
5380,NCIS,PS3,2011,Adventure,Ubisoft,0.07,0.04,0,0.02,0.12,50,4,4,4
5381,Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64,48,6.4,182
5382,Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.57,0,0.15,1.36,68,65,6,160
5383,Need for Speed: The Run,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.07,0.36,69,18,5.8,338
5384,Need for Speed: The Run,Wii,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64,6,3.6,21
5385,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0,0.02,0.19,65,9,6,26
5386,NHL 12,X360,2011,Sports,Electronic Arts,0.55,0.1,0,0.05,0.7,86,56,7,72
5387,NHL 12,PS3,2011,Sports,Electronic Arts,0.36,0.15,0,0.07,0.58,86,33,7.5,52
5388,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51,85,89,8.6,984
5389,Off-Road Drive,PC,2011,Racing,1C Company,0,0.03,0,0,0.04,60,10,6.4,17
5390,Omerta: City of Gangsters,X360,2011,Simulation,Konami Digital Entertainment,0.42,0.22,0,0.06,0.7,43,18,3.3,25
5391,One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games,0,0,0.3,0,0.3,46,20,7.3,14
5392,Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67,36,6.3,18
5393,Operation Flashpoint: Red River,X360,2011,Shooter,Codemasters,0.1,0.14,0.01,0.03,0.28,69,64,6.1,29
5394,Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0,0.01,0.07,67,25,4.9,103
5395,Pac-Man Party 3D,3DS,2011,Misc,Namco Bandai Games,0.09,0.04,0,0.01,0.15,43,11,5.4,11
5396,Pandora's Tower,Wii,2011,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,73,48,8,99
5397,Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74,41,7.2,35
5398,Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.35,0.18,0,0.05,0.57,76,4,8.3,6
5399,Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.15,0.11,0,0.05,0.32,63,13,6.6,9
5400,PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71,64,7.4,88
5401,Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,0.09,0,0,0.01,0.1,67,5,7.3,8
5402,Plants vs. Zombies,DS,2011,Strategy,Mastertronic,0.9,0.12,0,0.08,1.1,81,23,7.4,29
5403,Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0,0,0.02,0.2,85,8,7.9,60
5404,PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,0.08,0.06,0,0.03,0.17,53,39,6.1,16
5405,Pokemon Rumble Blast,3DS,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,56,36,7.1,50
5406,PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60,18,7,27
5407,Portal 2,X360,2011,Shooter,Valve Software,1.41,0.49,0.01,0.17,2.08,95,66,8.5,997
5408,Portal 2,PS3,2011,Shooter,Valve,0.83,0.6,0.02,0.24,1.7,95,54,8.4,937
5409,Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0,0.1,0.76,95,52,8.8,5999
5410,PowerUp Heroes,X360,2011,Fighting,Ubisoft,0.18,0.09,0,0.03,0.3,61,13,7.5,10
5411,Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,73,43,6.7,18
5412,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33,2.19,80,41,6.6,132
5413,Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,0.1,0.11,0.29,0.06,0.57,74,4,6.3,8
5414,Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.1,0.34,0,0.07,0.5,78,36,6.6,55
5415,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79,9,7,12
5416,Pro Evolution Soccer 2012,PC,2011,Action,Konami Digital Entertainment,0,0.07,0,0.02,0.09,77,13,6.4,88
5417,Puss in Boots,PS3,2011,Action,THQ,0.07,0.01,0,0.01,0.09,70,4,7,4
5418,Rage,X360,2011,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81,77,6.7,559
5419,Rage,PS3,2011,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,1.31,81,37,6.2,353
5420,Rage,PC,2011,Shooter,Bethesda Softworks,0.14,0.18,0,0.06,0.37,79,32,5.2,1618
5421,Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.07,0.09,0,0.03,0.19,65,23,6.4,7
5422,Rango: The Video Game,X360,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13,68,25,8,9
5423,Rayman 3D,3DS,2011,Platform,Ubisoft,0.23,0.35,0,0.06,0.64,61,39,6.6,48
5424,Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.49,0.01,0.17,1,87,43,8.4,238
5425,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0,0.08,0.78,87,55,8.2,209
5426,Rayman Origins,Wii,2011,Platform,Ubisoft,0.21,0.27,0,0.06,0.55,92,13,8.3,127
5427,Red Faction: Armageddon,PS3,2011,Shooter,THQ,0.2,0.15,0.03,0.07,0.45,71,52,7.3,58
5428,Red Faction: Armageddon,X360,2011,Shooter,THQ,0.18,0.16,0.01,0.04,0.39,71,74,7,77
5429,Red Faction: Armageddon,PC,2011,Shooter,THQ,0.05,0.02,0,0.01,0.09,75,29,6.7,273
5430,Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0,0.02,0.14,76,49,7.3,729
5431,Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.16,0.16,0.13,0.03,0.49,65,69,6.4,110
5432,Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment,0.64,0.57,0.05,0.22,1.48,83,91,7.8,543
5433,Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02,0.17,44,39,3.7,59
5434,Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,75,59,7.2,56
5435,Rio,X360,2011,Misc,THQ,0.05,0.03,0,0.01,0.09,60,16,7,7
5436,Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47,54,56,7.8,44
5437,Rocksmith,PS3,2011,Misc,Ubisoft,0.53,0.36,0.09,0.15,1.12,80,27,8.3,52
5438,Rocksmith,X360,2011,Misc,Ubisoft,0.84,0.19,0.01,0.08,1.12,77,30,8.2,62
5439,Rugby World Cup 2011,PS3,2011,Sports,505 Games,0,0.24,0,0.07,0.32,50,12,5.6,7
5440,Rugby World Cup 2011,X360,2011,Sports,505 Games,0.03,0.21,0,0.04,0.28,55,14,3.9,13
5441,Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0,0.07,0.02,0.23,55,12,7.9,44
5442,Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0,0.09,0.11,0.02,0.23,62,14,7.3,34
5443,Saints Row: The Third,X360,2011,Action,THQ,1.25,1.14,0.07,0.3,2.76,84,70,7.6,490
5444,Saints Row: The Third,PS3,2011,Action,THQ,0.86,1.04,0.18,0.38,2.47,82,50,7.7,384
5445,Saints Row: The Third,PC,2011,Action,THQ,0.16,0.16,0,0.06,0.38,84,22,8.1,1263
5446,Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,61,30,7.7,35
5447,Self-Defense Training Camp,X360,2011,Sports,Ubisoft,0.08,0.03,0,0.01,0.12,21,5,5,25
5448,Sengoku,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.01,70,13,6.8,86
5449,Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.01,0.05,0,0.01,0.08,72,53,8.2,586
5450,Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0,0.04,0.52,79,26,6.9,22
5451,Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77,56,8.1,124
5452,Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76,76,8.4,139
5453,Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,0.16,0.01,0.12,0.01,0.31,79,21,8.8,45
